Id|Budget|Revenue|Title|CastSize|CrewSize|DirectorPopularity|CastPopularity|Release|Genre|Collection|AvgCastPopularity
10023|20000000.0|66673516.0|Dragnet|27.0|11.0|3.885|197.829|1987-06-23|Action|False|7.327
10024|30000000.0|95714875.0|My Sister's Keeper|18.0|23.0|8.051|178.627|2009-06-26|Drama|False|9.923722222222223
10025|28000000.0|38159905.0|Just My Luck|23.0|22.0|7.616|167.623|2006-02-28|Comedy|False|7.2879565217391304
10027|45000000.0|50871113.0|Unleashed|112.0|51.0|7.994|297.44|2005-02-02|Action|False|2.6557142857142857
10028|18000000.0|62646763.0|Honey|21.0|17.0|4.534|86.388|2003-11-24|Music|True|4.113714285714286
10029|30000000.0|9898412.0|Very Bad Things|22.0|19.0|9.968|198.73|1998-09-11|Comedy|False|9.033181818181818
10030|25000000.0|59951048.0|Good Luck Chuck|32.0|25.0|1.96|231.661|2007-09-21|Comedy|False|7.23940625
10034|10000000.0|2151098.0|High Heels and Low Lifes|26.0|36.0|3.458|162.972|2001-07-16|Action|False|6.268153846153846
10040|60000000.0|101342956.0|Miss Congeniality 2: Armed and Fabulous|56.0|98.0|4.901|414.886|2005-03-11|Action|True|7.408678571428572
10045|12000000.0|9584131.0|District B13|24.0|18.0|3.608|102.204|2004-11-09|Action|True|4.2585
10047|67500000.0|40623807.0|The Messenger: The Story of Joan of Arc|35.0|15.0|10.85|230.386|1999-10-27|Adventure|False|6.582457142857143
10048|136500000.0|76674844.5|Stealth|49.0|168.0|9.235|226.133|2005-07-27|Science Fiction|False|4.61495918367347
10050|16000000.0|19860259.0|Get Over It|20.0|27.0|1.81|241.895|2001-03-08|Comedy|False|12.094750000000001
10052|60000000.0|41319912.5|Dragonfly|23.0|67.0|9.428|231.387|2002-02-22|Thriller|False|10.060304347826087
10053|15000000.0|67091211.0|When a Stranger Calls|22.0|20.0|5.741|202.395|2006-02-03|Horror|False|9.199772727272729
10054|35000000.0|172813121.0|Spy Kids|21.0|61.0|19.273|245.14|2001-03-18|Action|True|11.673333333333332
10057|30000000.0|53898845.0|The Three Musketeers|23.0|55.0|9.318|216.632|1993-11-11|Action|False|9.418782608695652
10060|40000000.0|46554741.5|Get Rich or Die Tryin'|25.0|26.0|4.294|189.765|2005-11-09|Drama|False|7.590599999999999
10061|50000000.0|33852113.0|Escape from L.A.|30.0|34.0|9.801|316.988|1996-08-09|Action|True|10.566266666666667
10064|25000000.0|4165675.0|Edison|52.0|142.0|1.442|375.40298|2005-07-29|Drama|False|7.219288076923077
10065|18750000.0|108611402.0|The Amityville Horror|22.0|146.0|4.057|204.255|2005-04-14|Horror|True|9.28431818181818
10066|37500000.0|69415460.5|House of Wax|15.0|137.0|7.353|158.094|2005-04-30|Horror|False|10.5396
10067|55000000.0|87128924.5|The Shaggy Dog|23.0|26.0|5.936|241.271|2006-03-09|Comedy|False|10.49004347826087
10068|17500000.0|6735383.0|Nine 1/2 Weeks|48.0|21.0|5.092|185.713|1986-02-09|Drama|True|3.8690208333333334
10069|14500000.0|25146300.5|Stay Alive|20.0|61.0|2.33|166.838|2006-03-24|Horror|False|8.341899999999999
10070|3200000.0|658573.0|Feast|20.0|66.0|2.744|176.572|2005-10-14|Action|True|8.8286
10071|10000000.0|900926.0|The Brothers Solomon|21.0|25.0|20.154|224.01399|2007-09-07|Comedy|False|10.667332857142858
10072|4000000.0|44800000.0|A Nightmare on Elm Street 3: Dream Warriors|28.0|51.0|11.036|173.734|1987-02-27|Horror|True|6.204785714285714
10073|20000000.0|66847295.5|Date Movie|22.0|18.0|4.756|153.919|2006-02-17|Comedy|False|6.996318181818182
10074|25000000.0|14352982.5|Hot Rod|54.0|22.0|4.81|271.637|2007-08-03|Comedy|False|5.0303148148148145
10075|15000000.0|6446016.5|Blood and Chocolate|20.0|38.0|4.053|101.654|2007-01-26|Drama|False|5.0827
10077|80000000.0|11665465.0|A Sound of Thunder|20.0|132.0|6.998|128.168|2005-05-15|Thriller|False|6.4084
10083|15000000.0|35509515.0|No Way Out|19.0|16.0|5.097|224.38701|1987-08-14|Action|False|11.809842631578947
10086|33000.0|205569.0|Man Bites Dog|18.0|29.0|8.092|32.439|1992-08-20|Comedy|False|1.8021666666666667
10090|10000000.0|21096761.5|Reno 911!: Miami|66.0|29.0|3.233|471.854|2007-02-23|Action|False|7.14930303030303
10092|1000000.0|10047674.0|Cry_Wolf|20.0|29.0|4.033|104.840996|2005-09-16|Horror|False|5.2420498
10093|15000000.0|11992014.0|The Return|19.0|26.0|3.087|89.192|2006-11-10|Horror|False|4.694315789473684
10096|37000000.0|96455697.0|13 Going on 30|53.0|66.0|2.032|421.656|2004-04-13|Comedy|False|7.955773584905661
10098|250000.0|2500000.0|The Kid|35.0|12.0|15.273|83.72|1921-01-21|Comedy|False|2.392
10110|35000000.0|66700000.0|Empire of the Sun|26.0|14.0|36.07|164.335|1987-12-09|Drama|False|6.320576923076923
10112|4000000.0|55675257.0|The Aristocats|17.0|21.0|7.55|94.191|1970-12-24|Animation|False|5.54064705882353
10115|20000000.0|30399714.0|Stick It|34.0|20.0|1.4|249.884|2006-04-21|Comedy|False|7.349529411764705
10117|7000000.0|20256987.5|Action Jackson|24.0|9.0|7.424|206.852|1988-02-12|Action|False|8.618833333333333
10122|9000000.0|18564613.0|Flight of the Navigator|31.0|46.0|5.783|105.11|1986-07-30|Family|False|3.3906451612903226
10126|6000000.0|46616067.0|Colors|80.0|17.0|15.825|276.566|1988-04-15|Action|False|3.4570749999999997
10127|4500000.0|3813293.0|Critters 2|16.0|11.0|4.622|103.721|1988-04-29|Comedy|True|6.4825625
10128|16000000.0|32155047.0|Alien Nation|14.0|87.0|2.48|125.982|1988-10-07|Crime|True|8.998714285714286
10131|13000000.0|49384949.5|A Nightmare on Elm Street 4: The Dream Master|29.0|90.0|11.817|121.988|1988-08-19|Horror|True|4.206482758620689
10132|4000000.0|3468572.0|Talk Radio|41.0|31.0|9.114|175.883|1988-12-21|Drama|False|4.289829268292683
10133|7500000.0|898365.0|Cypher|39.0|11.0|4.591|164.658|2002-10-01|Thriller|False|4.2219999999999995
10134|500000.0|10166459.0|Cyborg|32.0|21.0|4.682|129.633|1989-04-07|Science Fiction|True|4.05103125
10135|12500000.0|30050028.0|Road House|34.0|13.0|3.905|221.356|1989-05-19|Action|True|6.510470588235294
10136|18500000.0|79817938.0|The Golden Child|17.0|58.0|1.214|144.237|1986-12-12|Action|False|8.484529411764706
10137|119000000.0|299475295.5|Stuart Little|27.0|14.0|6.015|235.131|1999-12-17|Family|True|8.708555555555556
10138|185000000.0|622544860.0|Iron Man 2|89.0|62.0|26.699|597.58|2010-04-28|Adventure|True|6.71438202247191
10139|20000000.0|55941464.5|Milk|33.0|43.0|5.706|299.967|2008-11-05|History|False|9.08990909090909
10140|155000000.0|415686217.0|The Chronicles of Narnia: The Voyage of the Dawn Treader|40.0|85.0|6.657|328.779|2010-12-02|Adventure|True|8.219475
10142|22500000.0|18671317.0|Casualties of War|44.0|14.0|10.314|230.115|1989-08-18|Drama|False|5.229886363636364
10144|40000000.0|211343479.0|The Little Mermaid|41.0|175.0|4.95|174.419|1989-11-17|Animation|True|4.2541219512195125
10145|46000000.0|117402361.5|The Forgotten|27.0|95.0|3.121|199.4|2004-09-24|Thriller|False|7.385185185185185
10147|20500000.0|76817960.0|Bad Santa|38.0|37.0|4.147|220.252|2003-11-26|Drama|True|5.796105263157895
10149|7000000.0|8349430.0|Smoke|17.0|18.0|4.374|219.199|1995-06-09|Comedy|True|12.894058823529413
10152|19000000.0|39267515.0|Dumb and Dumberer: When Harry Met Lloyd|38.0|27.0|4.915|264.005|2003-04-14|Comedy|True|6.9475
10153|76500000.0|43594285.5|Sphere|12.0|158.0|5.167|149.963|1998-02-13|Science Fiction|False|12.496916666666666
10154|57500000.0|54064342.0|Mickey Blue Eyes|56.0|21.0|3.088|310.731|1999-08-16|Comedy|False|5.548767857142857
10155|19000000.0|6682098.0|U Turn|22.0|69.0|9.114|250.966|1997-10-03|Thriller|False|11.407545454545454
10156|11000000.0|31672453.5|History of the World: Part I|52.0|12.0|8.603|265.568|1981-06-12|Comedy|False|5.107076923076923
10157|7600000.0|55600000.0|Police Academy 2: Their First Assignment|45.0|9.0|6.651|239.147|1985-03-28|Comedy|True|5.314377777777778
10159|85000000.0|80874192.5|The Rundown|38.0|35.0|9.968|276.429|2003-09-26|Adventure|False|7.274447368421052
10160|6000000.0|22168359.0|A Nightmare on Elm Street: The Dream Child|43.0|95.0|3.991|125.377|1989-08-11|Horror|True|2.9157441860465116
10161|645180.0|14743391.0|My Left Foot: The Story of Christy Brown|22.0|39.0|4.294|97.104004|1989-04-07|Drama|False|4.413818363636364
10162|3000000.0|43515982.0|Waking Ned|55.0|14.0|1.388|93.668|1998-09-15|Comedy|False|1.7030545454545456
10163|10000000.0|32100816.0|The Lawnmower Man|12.0|14.0|3.405|139.354|1992-03-05|Science Fiction|True|11.612833333333334
10167|25000000.0|19233280.0|Half Past Dead|23.0|30.0|9.635|148.047|2002-11-15|Crime|True|6.436826086956522
10169|9000000.0|16247964.0|Men at Work|22.0|20.0|9.203|121.908|1990-08-24|Comedy|False|5.541272727272728
10170|21800000.0|22997992.0|The Russia House|61.0|10.0|4.858|227.545|1990-12-21|Drama|False|3.730245901639344
10173|12000000.0|46044400.0|Marked for Death|58.0|9.0|10.445|248.083|1990-10-05|Action|False|4.277293103448276
10178|2000000.0|21750000.0|The Caine Mutiny|42.0|28.0|3.108|178.106|1954-06-23|War|False|4.240619047619047
10179|9000000.0|13075390.0|The Ice Pirates|25.0|12.0|4.156|155.325|1984-03-16|Action|False|6.212999999999999
10183|1000000.0|5457664.0|Frozen River|10.0|17.0|1.788|68.902|2008-03-26|Drama|False|6.8902
10184|40000000.0|179959907.5|He's Just Not That Into You|74.0|33.0|2.928|509.967|2009-02-06|Comedy|False|6.891445945945946
10185|15000000.0|3533227.0|The Midnight Meat Train|11.0|31.0|5.141|161.857|2008-08-07|Horror|False|14.714272727272727
10186|15000000.0|8765114.0|The Rocker|36.0|14.0|3.979|368.61002|2008-08-20|Comedy|False|10.239167222222223
10187|21000000.0|17594933.5|Swing Vote|30.0|31.0|1.96|271.743|2008-08-01|Comedy|False|9.0581
10188|27000000.0|44311274.0|The Sisterhood of the Traveling Pants 2|28.0|96.0|1.621|294.687|2008-08-06|Adventure|True|10.524535714285715
10189|26500000.0|102014431.0|Pineapple Express|42.0|52.0|3.022|333.66|2008-08-06|Action|False|7.944285714285715
10191|165000000.0|494874875.5|How to Train Your Dragon|13.0|300.0|9.803|183.479|2010-03-18|Fantasy|True|14.113769230769233
10192|165000000.0|754422770.0|Shrek Forever After|35.0|50.0|5.637|346.098|2010-05-16|Comedy|True|9.888514285714287
10193|200000000.0|1067924612.5|Toy Story 3|60.0|219.0|2.957|463.416|2010-06-16|Animation|True|7.7236
10195|150000000.0|449326618.0|Thor|55.0|291.0|27.57|539.403|2011-04-21|Adventure|True|9.807327272727273
10196|150000000.0|319713881.0|The Last Airbender|22.0|165.0|9.817|202.826|2010-06-30|Action|False|9.219363636363637
10197|80000000.0|55404867.0|Nine|20.0|10.0|2.994|194.831|2009-12-03|Drama|False|9.74155
10198|105000000.0|270997378.0|The Princess and the Frog|27.0|102.0|4.95|205.357|2009-12-08|Romance|False|7.605814814814814
10199|60000000.0|88715141.0|The Tale of Despereaux|19.0|66.0|1.128|333.638|2008-12-18|Adventure|False|17.559894736842104
10200|80000000.0|235232104.5|The Day the Earth Stood Still|69.0|378.0|5.103|576.50903|2008-12-10|Drama|False|8.355203333333334
10201|60000000.0|224616306.5|Yes Man|67.0|47.0|5.051|408.369|2008-12-09|Comedy|False|6.095059701492538
10202|80000000.0|217171899.5|Bedtime Stories|62.0|87.0|6.454|455.337|2008-12-24|Fantasy|False|7.344145161290323
10204|110000000.0|72091527.0|Around the World in 80 Days|34.0|178.0|5.587|399.801|2004-06-16|Action|False|11.758852941176471
10206|7000000.0|15428062.5|Buffy the Vampire Slayer|50.0|6.0|3.319|291.404|1992-07-24|Action|False|5.82808
10207|55000000.0|85880016.0|Message in a Bottle|21.0|11.0|2.588|198.532|1999-02-22|Romance|False|9.453904761904763
10208|24000000.0|22300000.0|Muppets from Space|65.0|19.0|4.558|328.514|1999-07-14|Family|False|5.054061538461538
10209|12000000.0|1263279.0|Hideous Kinky|24.0|35.0|1.788|105.125|1998-11-17|Romance|False|4.380208333333333
10210|11000000.0|16071990.0|A Midsummer Night's Dream|21.0|12.0|4.781|265.108|1999-05-14|Fantasy|False|12.624190476190476
10212|12000000.0|2062406.0|Ravenous|23.0|62.0|4.674|143.003|1999-03-16|Horror|False|6.217521739130434
10213|5000000.0|9617000.0|From Dusk Till Dawn 3: The Hangman's Daughter|17.0|20.0|6.591|153.21901|1999-10-30|Western|True|9.012882941176471
10214|92000000.0|59918422.0|Son of the Mask|70.0|25.0|2.068|229.28099|2005-02-18|Fantasy|True|3.2754427142857145
10215|6000000.0|58809149.0|Sliding Doors|20.0|26.0|3.361|126.897|1998-04-23|Comedy|False|6.34485
10216|35000000.0|19165560.0|Species II|68.0|130.0|7.104|243.939|1998-04-10|Science Fiction|True|3.5873382352941174
10217|5000000.0|7951247.0|The Sweet Hereafter|25.0|99.0|1.724|109.434|1997-09-25|Drama|False|4.3773599999999995
10218|200000.0|5562250.0|Swingers|61.0|16.0|4.274|198.249|1996-10-18|Comedy|False|3.249983606557377
10219|35500000.0|14378353.0|Snow Falling on Cedars|57.0|22.0|1.388|293.353|1999-12-22|Drama|False|5.146543859649123
10220|12000000.0|22921898.0|Rounders|58.0|69.0|6.607|403.70502|1998-09-11|Drama|False|6.960431379310345
10222|1500000.0|14697005.0|Kickboxer|16.0|24.0|5.382|96.049|1989-04-20|Action|True|6.0030625
10223|23500000.0|16316273.0|A Simple Plan|32.0|52.0|11.787|141.272|1998-12-11|Crime|False|4.41475
10225|3000000.0|19472057.0|Friday the 13th Part VI: Jason Lives|35.0|18.0|3.794|134.875|1986-08-01|Horror|True|3.8535714285714286
10228|30000000.0|163644662.0|Pokémon: The First Movie - Mewtwo Strikes Back|20.0|10.0|5.012|147.279|1998-07-18|Animation|True|7.36395
10229|11400000.0|46777888.5|A Walk to Remember|42.0|26.0|6.454|211.544|2002-01-25|Drama|False|5.036761904761905
10246|4000000.0|125728258.0|Porky's|44.0|24.0|6.163|177.197|1981-11-13|Comedy|True|4.027204545454546
10249|42000000.0|46704056.0|The Rocketeer|71.0|19.0|13.413|448.451|1991-06-21|Action|True|6.316211267605634
10253|32000000.0|75108998.0|Dragon Wars|31.0|20.0|5.277|179.411|2007-02-08|Fantasy|False|5.787451612903226
10263|4750000.0|206871.0|Tamara|16.0|29.0|1.176|64.176|2005-05-12|Fantasy|False|4.011
10269|12000000.0|34706120.5|Yentl|15.0|11.0|11.41|89.977|1983-11-18|Music|False|5.998466666666667
10276|35000000.0|63710000.0|What About Bob?|26.0|71.0|10.973|174.416|1991-05-17|Comedy|False|6.7083076923076925
10279|22000000.0|19288130.0|Summer of Sam|105.0|95.0|11.583|438.48|1999-07-02|Thriller|False|4.176
10280|14000000.0|15171475.0|Thinner|16.0|94.0|9.983|128.365|1996-10-25|Horror|False|8.0228125
10281|2800000.0|19170001.0|Friday the 13th Part VII: The New Blood|23.0|18.0|2.901|131.194|1988-05-13|Horror|True|5.7040869565217385
10283|5000000.0|14171988.0|Friday the 13th Part VIII: Jason Takes Manhattan|28.0|15.0|2.744|151.242|1989-07-28|Horror|True|5.4014999999999995
10285|3000000.0|15936566.5|Jason Goes to Hell: The Final Friday|24.0|15.0|3.464|124.213|1993-08-13|Horror|True|5.175541666666667
10288|8000000.0|426224.0|Fido|16.0|36.0|0.84|137.65399|2006-09-07|Romance|False|8.603374375
10294|19000000.0|35300645.0|Vacancy|21.0|63.0|7.105|99.774|2007-04-20|Horror|True|4.751142857142857
10299|2200000.0|4000000.0|Hush... Hush, Sweet Charlotte|30.0|28.0|4.755|158.155|1964-12-15|Drama|False|5.271833333333333
10303|25000000.0|96773200.0|The Jewel of the Nile|34.0|10.0|2.466|104.559|1985-08-01|Adventure|True|3.075264705882353
10306|10000000.0|14129000.0|Poltergeist III|10.0|8.0|3.265|89.041|1988-06-10|Horror|True|8.9041
10307|30500000.0|69741732.0|Stigmata|15.0|126.0|3.189|150.421|1999-09-10|Horror|False|10.028066666666666
10312|50000000.0|202232951.0|Patch Adams|31.0|55.0|9.428|231.015|1998-12-25|Comedy|False|7.4520967741935475
10313|24000000.0|68038788.0|The Men Who Stare at Goats|36.0|69.0|10.659|273.671|2009-10-17|Comedy|False|7.601972222222222
10314|10000000.0|83316255.5|She's All That|62.0|35.0|3.729|424.216|1999-01-29|Comedy|False|6.842193548387097
10315|40000000.0|46736057.0|Fantastic Mr. Fox|30.0|248.0|13.121|305.082|2009-10-23|Adventure|False|10.1694
10316|17750000.0|77037018.0|The Ides of March|55.0|69.0|24.481|266.368|2011-09-24|Drama|False|4.843054545454545
10317|28000000.0|7002261.0|Our Brand Is Crisis|21.0|126.0|3.022|185.701|2015-09-11|Comedy|False|8.842904761904762
10320|50000000.0|161696632.5|The Ring Two|17.0|151.0|6.923|234.183|2005-03-17|Drama|True|13.775470588235294
10323|15000000.0|42746164.0|Clash of the Titans|20.0|51.0|2.188|150.771|1981-06-12|Action|False|7.538549999999999
10324|5000000.0|2420162.0|If Lucy Fell|13.0|21.0|1.304|147.979|1996-03-08|Comedy|False|11.383000000000001
10327|35000000.0|125126965.0|Legally Blonde 2: Red, White & Blonde|34.0|22.0|1.176|302.013|2003-07-02|Comedy|True|8.882735294117646
10328|17500000.0|85313124.0|Cocoon|41.0|38.0|12.114|188.871|1985-06-21|Comedy|True|4.606609756097561
10329|50000000.0|152022217.0|Congo|61.0|137.0|4.652|282.002|1995-06-09|Action|False|4.622983606557377
10330|26000000.0|160834385.0|Freaky Friday|34.0|163.0|5.467|215.931|2003-08-05|Comedy|False|6.350911764705883
10331|114000.0|30043532.0|Night of the Living Dead|37.0|21.0|3.955|68.22|1968-10-04|Horror|True|1.8437837837837838
10333|30000000.0|74787599.0|The Prince of Tides|42.0|12.0|11.41|153.086|1991-12-25|Drama|False|3.6449047619047623
10336|40000000.0|87894950.5|Spawn|18.0|143.0|3.3|158.04199|1997-07-31|Action|False|8.780110555555556
10337|30000000.0|49114016.0|Bugsy|31.0|44.0|5.167|225.4|1991-12-10|Crime|False|7.270967741935484
10338|5600000.0|29950000.0|Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes|37.0|11.0|3.223|196.641|1965-06-16|Comedy|True|5.3146216216216215
10339|4500000.0|10406049.5|Moby Dick|17.0|11.0|13.594|121.497|1956-06-27|Adventure|False|7.1468823529411765
10340|4000000.0|36359037.0|Lady and the Tramp|11.0|39.0|6.143|43.625|1955-06-22|Family|True|3.965909090909091
10342|13000000.0|8946237.0|Teaching Mrs. Tingle|18.0|39.0|9.855|164.264|1999-08-11|Comedy|False|9.125777777777778
10345|17000000.0|78247647.0|K-9|31.0|89.0|3.804|155.243|1989-04-28|Action|True|5.0078387096774195
10349|15000000.0|10095114.0|The Dark Half|25.0|119.0|3.955|134.274|1993-04-23|Mystery|False|5.37096
10350|30000000.0|11578022.0|Wing Commander|16.0|71.0|1.424|159.457|1999-03-11|Science Fiction|False|9.9660625
10351|5000000.0|15738769.0|Wishmaster|35.0|94.0|3.819|198.055|1997-09-19|Horror|True|5.658714285714286
10353|23030000.0|66000000.0|The Visitors II: The Corridors of Time|35.0|6.0|2.188|133.367|1998-02-11|Comedy|True|3.810485714285714
10357|90000000.0|121461734.0|Volcano|86.0|143.0|5.428|341.864|1997-04-25|Science Fiction|False|3.975162790697674
10358|24000000.0|39480708.5|Zack and Miri Make a Porno|21.0|60.0|11.443|196.761|2008-09-18|Comedy|False|9.369571428571428
10362|9800000.0|16303643.0|Two Lovers|47.0|59.0|2.649|171.718|2008-11-19|Drama|False|3.653574468085106
10364|18000000.0|24911670.0|Catch-22|34.0|35.0|5.469|223.603|1970-06-24|War|False|6.576558823529412
10366|45000000.0|10667893.0|Universal Soldier: The Return|28.0|27.0|2.857|150.993|1999-08-05|Action|True|5.392607142857143
10368|12000000.0|21001563.0|Tea with Mussolini|17.0|9.0|4.246|91.881996|1999-03-25|Comedy|False|5.404823294117647
10371|35000000.0|31611225.0|For Richer or Poorer|49.0|38.0|4.203|206.373|1997-12-11|Comedy|False|4.211693877551021
10375|55000000.0|6632383.0|D-Tox|28.0|27.0|2.932|306.036|2002-01-04|Thriller|False|10.929857142857143
10376|9000000.0|21057208.0|The Legend of 1900|22.0|9.0|5.323|102.756|1998-10-28|Drama|False|4.670727272727273
10377|11000000.0|58508860.0|My Cousin Vinny|29.0|44.0|10.742|190.326|1992-03-13|Comedy|False|6.562965517241379
10379|6788000.0|13878334.0|Drop Dead Fred|31.0|76.0|2.876|157.835|1991-04-19|Comedy|False|5.091451612903226
10383|39000000.0|31338101.5|Lost Souls|23.0|20.0|1.501|212.712|2000-10-13|Horror|False|9.248347826086956
10384|75000000.0|14822287.5|Supernova|12.0|160.0|7.326|154.347|2000-01-14|Science Fiction|False|12.862250000000001
10385|50000000.0|51873883.5|Hanging Up|32.0|24.0|22.385|179.655|2000-02-16|Drama|False|5.61421875
10386|60000000.0|27246611.0|The Iron Giant|33.0|227.0|15.182|220.604|1999-08-06|Family|False|6.684969696969698
10388|10000000.0|3204663.0|The Limey|40.0|92.0|5.505|205.408|1999-05-15|Crime|False|5.135199999999999
10389|10706075.0|1766761.0|The Eye|42.0|34.0|2.268|58.946|2002-05-09|Horror|True|1.4034761904761903
10390|50000000.0|46112640.0|For Love of the Game|87.0|17.0|11.787|331.159|1999-09-17|Drama|False|3.806425287356322
10391|40000000.0|40435694.0|Bless the Child|17.0|143.0|11.036|166.91699|2000-08-11|Drama|False|9.818646470588234
10393|50000000.0|50054511.0|The Replacements|28.0|15.0|5.458|326.319|2000-08-11|Comedy|False|11.654250000000001
10395|70000000.0|131007177.0|Wolf|47.0|48.0|5.469|306.677|1994-06-17|Fantasy|False|6.52504255319149
10396|23000000.0|105900000.0|Tequila Sunrise|33.0|58.0|6.943|184.471|1988-12-02|Crime|False|5.590030303030304
10397|37500000.0|13040386.0|Angela's Ashes|88.0|27.0|2.811|215.381|1999-12-25|Drama|False|2.4475113636363637
10398|55000000.0|177838394.5|Double Jeopardy|55.0|116.0|5.106|346.865|1999-09-24|Thriller|False|6.306636363636364
10400|50000000.0|73956241.0|The Hurricane|71.0|30.0|3.523|302.39|1999-09-17|Drama|False|4.259014084507042
10402|17500000.0|79235067.0|Deuce Bigalow: Male Gigolo|19.0|73.0|5.637|239.243|1999-12-10|Comedy|True|12.591736842105263
10403|8000000.0|25291401.5|The Player|72.0|25.0|6.445|867.894|1992-04-03|Comedy|False|12.054083333333333
10409|3000000.0|33946224.0|Strictly Ballroom|18.0|14.0|4.924|60.28|1992-08-20|Comedy|False|3.348888888888889
10410|35000000.0|28391473.0|Hoffa|98.0|53.0|12.906|364.9|1992-12-25|Crime|False|3.723469387755102
10411|50000000.0|83000000.0|The Distinguished Gentleman|26.0|16.0|10.742|154.878|1992-12-04|Comedy|False|5.956846153846153
10413|15000000.0|58094519.5|Nowhere to Run|24.0|51.0|5.47|203.126|1993-01-15|Action|False|8.463583333333334
10414|10000000.0|50752337.0|The Mighty Ducks|29.0|17.0|9.318|174.499|1992-10-02|Comedy|True|6.017206896551724
10416|55000000.0|6291602.0|What Planet Are You From?|29.0|28.0|5.469|316.798|2000-03-03|Comedy|False|10.924068965517241
10423|14000000.0|63513743.0|Dragon: The Bruce Lee Story|47.0|50.0|9.235|224.612|1993-05-07|Drama|False|4.778978723404255
10424|20000000.0|11390479.0|Jennifer Eight|28.0|51.0|1.183|208.041|1992-11-06|Crime|False|7.430035714285714
10425|22000000.0|413454.0|The Death and Life of Bobby Z|26.0|40.0|5.249|225.09799|2007-07-23|Drama|False|8.657615
10426|15000000.0|33526835.0|Friday After Next|19.0|21.0|2.243|153.956|2002-11-22|Comedy|True|8.102947368421052
10427|8000000.0|2500000.0|Red Rock West|23.0|57.0|6.607|130.697|1993-05-14|Crime|False|5.682478260869566
10428|20000000.0|7563728.0|Hackers|62.0|32.0|2.798|288.531|1995-09-14|Action|False|4.653725806451613
10431|25000000.0|40569526.0|War|24.0|23.0|2.92|271.932|2007-08-24|Action|False|11.3305
10433|19000000.0|11081586.0|Mad Dog and Glory|14.0|9.0|4.387|143.138|1993-03-05|Comedy|False|10.224142857142857
10435|31000000.0|9493259.0|Chaplin|23.0|32.0|6.215|317.495|1992-12-17|Drama|False|13.804130434782609
10436|34000000.0|32135216.5|The Age of Innocence|30.0|12.0|21.01|259.16|1993-09-10|Drama|False|8.638666666666667
10437|12000000.0|27758797.5|The Muppet Christmas Carol|67.0|24.0|3.877|170.076|1992-12-10|Music|False|2.5384477611940297
10438|15000000.0|118243066.0|Beethoven's 2nd|31.0|33.0|3.804|179.284|1993-12-14|Family|True|5.783354838709677
10439|28000000.0|42331351.0|Hocus Pocus|32.0|101.0|6.404|212.732|1993-07-16|Comedy|True|6.647875
10440|13500000.0|11285588.0|Manhattan Murder Mystery|28.0|75.0|18.14|180.45|1993-05-02|Comedy|False|6.444642857142857
10442|20000000.0|11585483.0|So I Married an Axe Murderer|19.0|52.0|1.572|168.359|1993-07-30|Comedy|False|8.861
10445|22000000.0|25842188.5|Shadowlands|46.0|34.0|6.215|188.084|1993-12-25|Drama|False|4.088782608695652
10447|20000000.0|15340000.0|No Escape|34.0|62.0|7.18|195.722|1994-04-29|Action|False|5.756529411764706
10448|20000000.0|305070.0|Rapa Nui|23.0|10.0|3.711|100.771|1994-09-09|Adventure|False|4.381347826086957
10461|51800000.0|19415087.5|Get Carter|30.0|56.0|6.861|324.614|2000-10-06|Action|False|10.820466666666666
10466|10000000.0|54999651.0|The Money Pit|43.0|61.0|6.431|267.362|1986-03-26|Comedy|False|6.2177209302325585
10468|43000000.0|34141933.0|28 Days|27.0|7.0|2.104|250.71701|2000-04-06|Comedy|False|9.285815185185184
10471|10250000.0|59751317.5|Next Friday|17.0|8.0|3.949|165.628|2000-01-12|Comedy|True|9.742823529411764
10472|9000000.0|20035310.0|Down to You|22.0|16.0|1.176|234.081|2000-01-21|Comedy|False|10.640045454545454
10474|2000000.0|2381087.0|The Basketball Diaries|16.0|10.0|2.596|237.626|1995-04-21|Drama|False|14.851625
10476|5400000.0|23577755.0|Hustle & Flow|17.0|35.0|2.319|115.729|2005-07-22|Music|False|6.8075882352941175
10477|83000000.0|54680803.5|Driven|53.0|60.0|11.817|252.679|2001-04-27|Action|False|4.767528301886792
10478|45000000.0|64854588.0|Tin Cup|14.0|52.0|8.21|109.727|1996-08-16|Comedy|False|7.837642857142858
10479|60000000.0|71359965.5|Rules of Engagement|15.0|127.0|4.904|230.695|2000-04-07|Action|False|15.379666666666667
10480|24000000.0|27732366.0|Nurse Betty|43.0|104.0|3.725|332.952|2000-08-30|Comedy|False|7.7430697674418605
10481|85000000.0|125276665.0|102 Dalmatians|14.0|14.0|3.632|120.095|2000-10-07|Family|True|8.578214285714285
10483|55000000.0|74265577.0|Death Race|34.0|394.0|10.132|315.23|2008-08-22|Action|True|9.271470588235294
10488|37000000.0|100966883.5|Nim's Island|25.0|19.0|4.459|129.289|2008-04-03|Adventure|True|5.1715599999999995
10489|5000000.0|21200000.0|Cujo|11.0|33.0|2.466|158.142|1983-08-10|Horror|False|14.376545454545454
10490|10000000.0|10571408.0|Drop Dead Gorgeous|71.0|74.0|3.891|327.189|1999-07-23|Comedy|False|4.608295774647887
10493|10400000.0|7825000.0|Dead Calm|11.0|24.0|5.411|121.94|1989-04-07|Thriller|False|11.085454545454546
