# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 370         5.377       51.451      22.60       Eindhoven   
# RHX       : Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# RHXH      : Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
# STN,YYYYMMDD,  RHX, RHXH
  370,20200401,    0,    1
  370,20200402,   -1,    1
  370,20200403,    0,    1
  370,20200404,    0,    1
  370,20200405,    0,    1
  370,20200406,   -1,    1
  370,20200407,    0,    1
  370,20200408,    0,    1
  370,20200409,    0,    1
  370,20200410,    0,    1
  370,20200411,    0,    1
  370,20200412,   12,   16
  370,20200413,   -1,    1
  370,20200414,    0,    1
  370,20200415,    0,    1
  370,20200416,    0,    1
  370,20200417,    0,    1
  370,20200418,   -1,    1
  370,20200419,    0,    1
  370,20200420,    0,    1
  370,20200421,    0,    1
  370,20200422,    0,    1
  370,20200423,    0,    1
  370,20200424,    0,    1
  370,20200425,    0,    1
  370,20200426,    0,    1
  370,20200427,    0,    1
  370,20200428,    9,   19
  370,20200429,    3,   22
  370,20200430,   48,   21
  370,20200501,   19,   13
  370,20200502,    7,    9
  370,20200503,   -1,    1
  370,20200504,   -1,    1
  370,20200505,    0,    1
  370,20200506,    0,    1
  370,20200507,    0,    1
  370,20200508,    0,    1
  370,20200509,    0,    1
  370,20200510,   -1,    1
  370,20200511,    5,    3
  370,20200512,    0,    1
  370,20200513,    0,    1
  370,20200514,    0,    1
  370,20200515,    0,    1
  370,20200516,    0,    1
  370,20200517,    0,    1
  370,20200518,    0,    1
  370,20200519,    0,    1
  370,20200520,    0,    1
  370,20200521,    0,    1
  370,20200522,    8,   16
  370,20200523,    2,   14
  370,20200524,    1,   13
  370,20200525,    0,    1
  370,20200526,    0,    1
  370,20200527,    0,    1
  370,20200528,    0,    1
  370,20200529,    0,    1
  370,20200530,    0,    1
  370,20200531,    0,    1
  370,20200601,    0,    1
  370,20200602,    0,    1
  370,20200603,    0,    1
  370,20200604,   10,   13
  370,20200605,  126,   10
  370,20200606,    7,    7
  370,20200607,   -1,    1
  370,20200608,    3,   14
  370,20200609,    0,    1
  370,20200610,   -1,    1
  370,20200611,    0,    1
  370,20200612,   74,   21
  370,20200613,   12,    1
  370,20200614,   58,   10
  370,20200615,    3,    5
  370,20200616,   22,   18
  370,20200617,  178,   17
  370,20200618,   23,    3
  370,20200619,    0,    1
  370,20200620,    0,    1
  370,20200621,   24,   22
  370,20200622,    0,    1
  370,20200623,    0,    1
  370,20200624,    0,    1
  370,20200625,    0,    1
  370,20200626,   52,   18
  370,20200627,    8,   19
  370,20200628,   -1,    1
  370,20200629,    0,    1
  370,20200630,    7,   20
  370,20200701,   97,    7
  370,20200702,    4,   14
  370,20200703,    0,    1
  370,20200704,    4,    9
  370,20200705,   -1,    1
  370,20200706,    7,   11
  370,20200707,   -1,    1
  370,20200708,    8,    9
  370,20200709,    5,    3
  370,20200710,   16,   14
  370,20200711,   57,   14
  370,20200712,    0,    1
  370,20200713,    0,    1
  370,20200714,    4,   14
  370,20200715,   -1,    1
  370,20200716,    5,   11
  370,20200717,    0,    1
  370,20200718,    0,    1
  370,20200719,   -1,    1
  370,20200720,   -1,    1
  370,20200721,    0,    1
  370,20200722,    0,    1
  370,20200723,   -1,    1
  370,20200724,    7,   14
  370,20200725,    5,   22
  370,20200726,    3,    1
  370,20200727,    3,    8
  370,20200728,   -1,    1
  370,20200729,    0,    1
  370,20200730,    0,    1
  370,20200731,    0,    1
  370,20200801,    1,    2
  370,20200802,   -1,    1
  370,20200803,   -1,    1
  370,20200804,    0,    1
  370,20200805,    0,    1
  370,20200806,    0,    1
  370,20200807,    0,    1
  370,20200808,    0,    1
  370,20200809,    0,    1
  370,20200810,    0,    1
  370,20200811,   29,   17
  370,20200812,    0,    1
  370,20200813,   31,    5
  370,20200814,    0,    1
  370,20200815,    7,   17
  370,20200816,    8,   17
  370,20200817,    0,    1
  370,20200818,   -1,    1
  370,20200819,    1,   18
  370,20200820,   19,    2
  370,20200821,   10,    6
  370,20200822,    1,   14
  370,20200823,    2,    9
  370,20200824,    2,    7
  370,20200825,    4,   12
  370,20200826,    4,   17
  370,20200827,    2,   21
  370,20200828,   46,   16
  370,20200829,    0,    1
  370,20200830,   35,   12
  370,20200831,    3,    4
  370,20200901,    0,    1
  370,20200902,    0,    1
  370,20200903,    8,    9
  370,20200904,    5,    3
  370,20200905,   -1,    1
  370,20200906,    0,    1
  370,20200907,    0,    1
  370,20200908,   -1,    1
  370,20200909,   -1,    1
  370,20200910,    0,    1
  370,20200911,    0,    1
  370,20200912,    0,    1
  370,20200913,    0,    1
  370,20200914,    0,    1
  370,20200915,    0,    1
  370,20200916,    0,    1
  370,20200917,    0,    1
  370,20200918,    0,    1
  370,20200919,    0,    1
  370,20200920,    0,    1
  370,20200921,    0,    1
  370,20200922,    0,    1
  370,20200923,   21,   22
  370,20200924,    6,    1
  370,20200925,   32,   21
  370,20200926,   46,   21
  370,20200927,   14,    2
  370,20200928,    8,    8
  370,20200929,    3,   20
  370,20200930,    0,    1
  370,20201001,   28,   11
  370,20201002,    2,   19
  370,20201003,   23,   13
  370,20201004,    3,    4
  370,20201005,   37,   16
  370,20201006,    5,    8
  370,20201007,   16,    3
  370,20201008,   31,   18
  370,20201009,    3,   15
  370,20201010,   25,   18
  370,20201011,   -1,    1
  370,20201012,    1,   13
  370,20201013,    0,    1
  370,20201014,    0,    1
  370,20201015,    0,    1
  370,20201016,    0,    1
  370,20201017,    0,    1
  370,20201018,   -1,    1
  370,20201019,   -1,    1
  370,20201020,    3,   22
  370,20201021,   16,    7
  370,20201022,    9,   13
  370,20201023,    0,    1
  370,20201024,    2,    9
  370,20201025,   19,    7
  370,20201026,   -1,    1
  370,20201027,   17,   21
  370,20201028,   33,   17
  370,20201029,   12,   18
  370,20201030,    2,    5
  370,20201031,    8,   18
  370,20201101,    4,   24
  370,20201102,   29,   15
  370,20201103,   -1,    1
  370,20201104,    0,    1
  370,20201105,    0,    1
  370,20201106,    0,    1
  370,20201107,    0,    1
  370,20201108,    3,   22
  370,20201109,    0,    1
  370,20201110,    9,   21
  370,20201111,    0,    1
  370,20201112,   10,    6
  370,20201113,    9,   21
  370,20201114,   -1,    1
  370,20201115,   35,   17
  370,20201116,   -1,    1
  370,20201117,    2,    3
  370,20201118,    0,    1
  370,20201119,   34,   13
  370,20201120,    1,    1
  370,20201121,   -1,    1
  370,20201122,    5,   14
  370,20201123,    0,    1
  370,20201124,    0,    1
  370,20201125,    0,    1
  370,20201126,    0,    1
  370,20201127,   -1,    1
  370,20201128,    0,    1
  370,20201129,    0,    1
  370,20201130,   17,   23
  370,20201201,   20,    8
  370,20201202,    6,   14
  370,20201203,    5,   22
  370,20201204,    3,    2
  370,20201205,    0,    1
  370,20201206,    0,    1
  370,20201207,   12,    7
  370,20201208,    0,    1
  370,20201209,    0,    1
  370,20201210,    0,    1
  370,20201211,    6,   21
  370,20201212,    5,   15
  370,20201213,   -1,    1
  370,20201214,    9,   24
  370,20201215,   13,    2
  370,20201216,   -1,    1
  370,20201217,   10,    5
  370,20201218,    0,    1
  370,20201219,   -1,    1
  370,20201220,    0,    1
  370,20201221,   14,   16
  370,20201222,    4,    2
  370,20201223,   26,    4
  370,20201224,    4,    7
  370,20201225,    0,    1
  370,20201226,    1,    3
  370,20201227,   11,   10
  370,20201228,    3,   16
  370,20201229,    8,   11
  370,20201230,    2,   22
  370,20201231,    1,    5
  370,20210101,   -1,    1
  370,20210102,    2,    4
  370,20210103,    1,   23
  370,20210104,    1,    2
  370,20210105,    1,   19
  370,20210106,    4,    2
  370,20210107,    7,   24
  370,20210108,    9,    4
  370,20210109,    0,    1
  370,20210110,    0,    1
  370,20210111,    9,   24
  370,20210112,   33,    5
  370,20210113,   -1,    1
  370,20210114,   -1,    1
  370,20210115,    0,    1
  370,20210116,    8,   16
  370,20210117,    7,    5
  370,20210118,    1,   23
  370,20210119,   27,    7
  370,20210120,   -1,    1
  370,20210121,   25,   20
  370,20210122,   20,    1
  370,20210123,   15,   23
  370,20210124,    8,    4
  370,20210125,    2,    1
  370,20210126,   24,    7
  370,20210127,    4,    5
  370,20210128,   30,    9
  370,20210129,   30,    3
  370,20210130,   -1,    1
  370,20210131,    2,   22
  370,20210201,    1,    4
  370,20210202,   21,    8
  370,20210203,   52,   10
  370,20210204,    1,   21
  370,20210205,    2,    4
  370,20210206,   19,    6
  370,20210207,    7,    2
  370,20210208,    4,   15
  370,20210209,    0,    1
  370,20210210,   -1,    1
  370,20210211,    0,    1
  370,20210212,    0,    1
  370,20210213,    0,    1
  370,20210214,    0,    1
  370,20210215,   16,   11
  370,20210216,    6,   20
  370,20210217,    2,    3
  370,20210218,   23,   16
  370,20210219,    0,    1
  370,20210220,    0,    1
  370,20210221,    0,    1
  370,20210222,    0,    1
  370,20210223,    0,    1
  370,20210224,    0,    1
  370,20210225,   46,   19
  370,20210226,    1,    3
  370,20210227,    0,    1
  370,20210228,    0,    1
  370,20210301,    0,    1
  370,20210302,    0,    1
  370,20210303,    1,   22
  370,20210304,   23,    5
  370,20210305,    0,    1
  370,20210306,    0,    1
  370,20210307,    0,    1
  370,20210308,   -1,    1
  370,20210309,   11,   11
  370,20210310,    6,   20
  370,20210311,   21,    7
  370,20210312,   43,   15
  370,20210313,   19,    9
  370,20210314,   20,   19
  370,20210315,    9,   17
  370,20210316,    6,   19
  370,20210317,    5,   10
  370,20210318,   10,   13
  370,20210319,    0,    1
  370,20210320,    1,   23
  370,20210321,    1,    3
  370,20210322,   -1,    1
  370,20210323,    0,    1
  370,20210324,    0,    1
  370,20210325,   -1,    1
  370,20210326,    7,   24
  370,20210327,   37,    6
  370,20210328,    0,    1
  370,20210329,    0,    1
  370,20210330,    0,    1
  370,20210331,    0,    1
  370,20210401,    0,    1
  370,20210402,    0,    1
  370,20210403,   -1,    1
  370,20210404,    0,    1
  370,20210405,   10,    7
  370,20210406,   14,   10
  370,20210407,   29,    7
  370,20210408,    1,    1
  370,20210409,   -1,    1
  370,20210410,   22,   16
  370,20210411,    2,    2
  370,20210412,   12,   11
  370,20210413,   -1,    1
  370,20210414,   -1,    1
  370,20210415,   -1,    1
  370,20210416,    0,    1
  370,20210417,    0,    1
  370,20210418,    0,    1
  370,20210419,   14,    9
  370,20210420,    0,    1
  370,20210421,    0,    1
  370,20210422,    0,    1
  370,20210423,    0,    1
  370,20210424,    0,    1
  370,20210425,    0,    1
  370,20210426,    0,    1
  370,20210427,    0,    1
  370,20210428,    0,    1
  370,20210429,    2,   12
  370,20210430,   13,    5
  370,20210501,    0,    1
  370,20210502,   -1,    1
  370,20210503,   -1,    1
  370,20210504,   34,    9
  370,20210505,   14,    5
  370,20210506,    4,   20
  370,20210507,    6,    4
  370,20210508,    3,   12
  370,20210509,    1,   11
  370,20210510,   -1,    1
  370,20210511,    3,   17
  370,20210512,    2,   15
  370,20210513,    3,   14
  370,20210514,    8,   21
  370,20210515,    8,   15
  370,20210516,   30,   22
  370,20210517,   14,   13
  370,20210518,   18,   11
  370,20210519,   39,   17
  370,20210520,   -1,    1
  370,20210521,    6,   17
  370,20210522,   42,   13
  370,20210523,    2,    1
  370,20210524,    7,   10
  370,20210525,   11,   10
  370,20210526,    2,   12
  370,20210527,    1,    7
  370,20210528,    0,    1
  370,20210529,    0,    1
  370,20210530,    0,    1
  370,20210531,    0,    1
  370,20210601,    0,    1
  370,20210602,    0,    1
  370,20210603,    7,   14
  370,20210604,  120,   18
  370,20210605,    0,    1
  370,20210606,    0,    1
  370,20210607,    0,    1
  370,20210608,    0,    1
  370,20210609,    0,    1
  370,20210610,    0,    1
  370,20210611,    0,    1
  370,20210612,   -1,    1
  370,20210613,    0,    1
  370,20210614,    0,    1
  370,20210615,    0,    1
  370,20210616,    0,    1
  370,20210617,    0,    1
  370,20210618,  167,    4
  370,20210619,   55,   23
  370,20210620,   -1,    1
  370,20210621,   45,    3
  370,20210622,   18,   18
  370,20210623,   -1,    1
  370,20210624,   -1,    1
  370,20210625,    7,   16
  370,20210626,    0,    1
  370,20210627,   53,   15
  370,20210628,    5,   12
  370,20210629,   12,   24
  370,20210630,   38,   21
  370,20210701,    4,    1
  370,20210702,   -1,    1
  370,20210703,   88,   23
  370,20210704,   49,   14
  370,20210705,   19,    3
  370,20210706,   11,   17
  370,20210707,   -1,    1
  370,20210708,   -1,    1
  370,20210709,    0,    1
  370,20210710,  136,   19
  370,20210711,    0,    1
  370,20210712,    0,    1
  370,20210713,   -1,    1
  370,20210714,   43,   20
  370,20210715,   53,    3
  370,20210716,    2,   12
  370,20210717,    0,    1
  370,20210718,    0,    1
  370,20210719,    0,    1
  370,20210720,    0,    1
  370,20210721,    0,    1
  370,20210722,    0,    1
  370,20210723,    0,    1
  370,20210724,   30,   13
  370,20210725,   21,   16
  370,20210726,   -1,    1
  370,20210727,    7,   22
  370,20210728,    3,   21
  370,20210729,    0,    1
  370,20210730,   20,   16
  370,20210731,   34,   14
  370,20210801,   13,   12
  370,20210802,   -1,    1
  370,20210803,   -1,    1
  370,20210804,    8,   17
  370,20210805,   -1,    1
  370,20210806,   40,   16
  370,20210807,  105,   16
  370,20210808,    4,   18
  370,20210809,    6,   18
  370,20210810,    3,    7
  370,20210811,    0,    1
  370,20210812,   -1,    1
  370,20210813,    0,    1
  370,20210814,    0,    1
  370,20210815,    0,    1
  370,20210816,   55,    9
  370,20210817,   15,   13
  370,20210818,    7,   10
  370,20210819,   -1,    1
  370,20210820,    0,    1
  370,20210821,  153,   22
  370,20210822,   21,   22
  370,20210823,   10,    6
  370,20210824,    0,    1
  370,20210825,   -1,    1
  370,20210826,    6,   19
  370,20210827,    1,   15
  370,20210828,    1,    4
  370,20210829,    4,   17
  370,20210830,    0,    1
  370,20210831,    0,    1
  370,20210901,   -1,    1
  370,20210902,    0,    1
  370,20210903,    0,    1
  370,20210904,    0,    1
  370,20210905,    0,    1
  370,20210906,    0,    1
  370,20210907,    0,    1
  370,20210908,    0,    1
  370,20210909,   -1,    1
  370,20210910,  158,   12
  370,20210911,    5,   12
  370,20210912,    0,    1
  370,20210913,    0,    1
  370,20210914,    7,   17
  370,20210915,   49,    5
  370,20210916,    0,    1
  370,20210917,    0,    1
  370,20210918,    0,    1
  370,20210919,    0,    1
  370,20210920,    0,    1
  370,20210921,    0,    1
  370,20210922,    0,    1
  370,20210923,    0,    1
  370,20210924,   -1,    1
  370,20210925,    0,    1
  370,20210926,    4,    4
  370,20210927,   22,   14
  370,20210928,    0,    1
  370,20210929,   12,   12
  370,20210930,    0,    1
  370,20211001,   10,   18
  370,20211002,   15,   19
  370,20211003,   31,    5
  370,20211004,    0,    1
  370,20211005,   16,   13
  370,20211006,   37,   14
  370,20211007,    0,    1
  370,20211008,    0,    1
  370,20211009,    0,    1
  370,20211010,    2,   23
  370,20211011,    1,   11
  370,20211012,   29,   12
  370,20211013,    2,   24
  370,20211014,    5,    1
  370,20211015,   10,    9
  370,20211016,    0,    1
  370,20211017,    0,    1
  370,20211018,   -1,    1
  370,20211019,    5,    1
  370,20211020,   20,   24
  370,20211021,   30,   10
  370,20211022,    9,   14
  370,20211023,    0,    1
  370,20211024,    0,    1
  370,20211025,   -1,    1
  370,20211026,   -1,    1
  370,20211027,   -1,    1
  370,20211028,    0,    1
  370,20211029,   17,   17
  370,20211030,   16,   18
  370,20211031,   43,   18
  370,20211101,   22,   17
  370,20211102,   14,   13
  370,20211103,    0,    1
  370,20211104,   -1,    1
  370,20211105,   -1,    1
  370,20211106,    2,   23
  370,20211107,    6,   19
  370,20211108,    0,    1
  370,20211109,    0,    1
  370,20211110,    0,    1
  370,20211111,    0,    1
  370,20211112,    3,   24
  370,20211113,   36,    6
  370,20211114,    0,    1
  370,20211115,   -1,    1
  370,20211116,   -1,    1
  370,20211117,    2,   11
  370,20211118,    0,    1
  370,20211119,   -1,    1
  370,20211120,    2,   24
  370,20211121,    8,    6
  370,20211122,    0,    1
  370,20211123,    1,   11
  370,20211124,   -1,    1
  370,20211125,    4,   12
  370,20211126,   31,   24
  370,20211127,   27,    1
  370,20211128,    4,   13
  370,20211129,    3,   11
  370,20211130,   17,    9
  370,20211201,    7,   17
  370,20211202,    8,    6
  370,20211203,    4,   21
  370,20211204,   14,   13
  370,20211205,    2,    6
  370,20211206,   21,   21
  370,20211207,    8,   21
  370,20211208,   -1,    1
  370,20211209,   -1,    1
  370,20211210,    7,   17
  370,20211211,    2,    7
  370,20211212,    2,    2
  370,20211213,   -1,    1
  370,20211214,   -1,    1
  370,20211215,    0,    1
  370,20211216,    0,    1
  370,20211217,   -1,    1
  370,20211218,   -1,    1
  370,20211219,    1,    9
  370,20211220,    0,    1
  370,20211221,    0,    1
  370,20211222,    0,    1
  370,20211223,   11,   21
  370,20211224,    4,   21
  370,20211225,   16,    5
  370,20211226,    2,   22
  370,20211227,    6,   21
  370,20211228,   31,   17
  370,20211229,   14,   15
  370,20211230,    5,    4
  370,20211231,   -1,    1
  370,20220101,    0,    1
  370,20220102,    6,   19
  370,20220103,    4,    7
  370,20220104,   17,   15
  370,20220105,   20,   19
  370,20220106,    0,    1
  370,20220107,   17,   15
  370,20220108,   27,   24
  370,20220109,   41,    1
  370,20220110,    0,    1
  370,20220111,    0,    1
  370,20220112,    3,    4
  370,20220113,    0,    1
  370,20220114,    0,    1
  370,20220115,    0,    1
  370,20220116,    1,   22
  370,20220117,    0,    1
  370,20220118,    0,    1
  370,20220119,    6,   18
  370,20220120,    4,   16
  370,20220121,    2,   15
  370,20220122,   -1,    1
  370,20220123,    0,    1
  370,20220124,    0,    1
  370,20220125,    0,    1
  370,20220126,    0,    1
  370,20220127,    4,    9
  370,20220128,   -1,    1
  370,20220129,   -1,    1
  370,20220130,   -1,    1
  370,20220131,   17,    2
  370,20220201,    5,   12
  370,20220202,    1,   21
  370,20220203,   -1,    1
  370,20220204,   13,   15
  370,20220205,    3,   23
  370,20220206,   50,   12
  370,20220207,    4,    2
  370,20220208,    1,    3
  370,20220209,    1,   13
  370,20220210,    6,    9
  370,20220211,    1,    3
  370,20220212,    0,    1
  370,20220213,    0,    1
  370,20220214,    4,   14
  370,20220215,   17,   19
  370,20220216,   12,   19
  370,20220217,   13,    1
  370,20220218,   27,   13
  370,20220219,   33,   22
  370,20220220,   51,   22
  370,20220221,   16,   11
  370,20220222,   12,   17
  370,20220223,    0,    1
  370,20220224,   19,   14
  370,20220225,   11,   16
  370,20220226,    0,    1
  370,20220227,    0,    1
  370,20220228,    0,    1
  370,20220301,    0,    1
  370,20220302,    0,    1
  370,20220303,    0,    1
  370,20220304,    0,    1
  370,20220305,    0,    1
  370,20220306,    0,    1
  370,20220307,    0,    1
  370,20220308,    0,    1
  370,20220309,    0,    1
  370,20220310,    0,    1
  370,20220311,    0,    1
  370,20220312,    1,    2
  370,20220313,    1,    5
  370,20220314,   -1,    1
  370,20220315,    0,    1
  370,20220316,   -1,    1
  370,20220317,   -1,    1
  370,20220318,    0,    1
  370,20220319,    0,    1
  370,20220320,   -1,    1
  370,20220321,    0,    1
  370,20220322,    0,    1
  370,20220323,    0,    1
  370,20220324,    0,    1
  370,20220325,    0,    1
  370,20220326,    0,    1
  370,20220327,    0,    1
  370,20220328,    0,    1
  370,20220329,    0,    1
  370,20220330,    0,    1
  370,20220331,   12,    7
  370,20220401,    5,    1
  370,20220402,   -1,    1
  370,20220403,   -1,    1
  370,20220404,   25,   22
  370,20220405,   10,    3
  370,20220406,   14,   17
  370,20220407,   45,    8
  370,20220408,   -1,    1
  370,20220409,   -1,    1
  370,20220410,    0,    1
  370,20220411,    0,    1
  370,20220412,    0,    1
  370,20220413,    1,   14
  370,20220414,    0,    1
  370,20220415,    0,    1
  370,20220416,    0,    1
  370,20220417,    0,    1
  370,20220418,    0,    1
  370,20220419,    0,    1
  370,20220420,    0,    1
  370,20220421,    0,    1
  370,20220422,    0,    1
  370,20220423,    0,    1
  370,20220424,   -1,    1
  370,20220425,    3,   11
  370,20220426,    2,    1
  370,20220427,    0,    1
  370,20220428,    0,    1
  370,20220429,    0,    1
  370,20220430,    0,    1
